date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:22:35	4369/4369	---M--	200	added ('OK')	text/html	etag:%22526fd-1111-545fc2d9-windows-1251%22	http://www.5v.ru/ds/trnz/p401.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p401.htm	(from )
23:22:36	4368/4368	---M--	200	added ('OK')	text/html	etag:%22526fe-1110-545fc2da-windows-1251%22	http://www.5v.ru/ds/trnz/p402.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p402.htm	(from )
23:22:37	4859/4859	---M--	200	added ('OK')	text/html	etag:%22526ff-12fb-545fc2da-windows-1251%22	http://www.5v.ru/ds/trnz/p403.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p403.htm	(from )
23:22:38	5314/5314	---M--	200	added ('OK')	text/html	etag:%2252701-14c2-545fc2da-windows-1251%22	http://www.5v.ru/ds/trnz/p415.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p415.htm	(from )
23:22:39	5307/5307	---M--	200	added ('OK')	text/html	etag:%2252700-14bb-545fc2da-windows-1251%22	http://www.5v.ru/ds/trnz/p414.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p414.htm	(from )
23:22:39	5272/5272	---M--	200	added ('OK')	text/html	etag:%2252702-1498-545fc2db-windows-1251%22	http://www.5v.ru/ds/trnz/p416.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p416.htm	(from )
23:22:40	4816/4816	---M--	200	added ('OK')	text/html	etag:%2252703-12d0-545fc2db-windows-1251%22	http://www.5v.ru/ds/trnz/p417.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p417.htm	(from )
23:22:41	7632/7632	---M--	200	added ('OK')	text/html	etag:%2252704-1dd0-545fc2db-windows-1251%22	http://www.5v.ru/ds/trnz/p418.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p418.htm	(from )
23:22:42	4367/4367	---M--	200	added ('OK')	text/html	etag:%2252705-110f-545fc2db-windows-1251%22	http://www.5v.ru/ds/trnz/p422.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p422.htm	(from )
23:22:43	4368/4368	---M--	200	added ('OK')	text/html	etag:%2252706-1110-545fc2db-windows-1251%22	http://www.5v.ru/ds/trnz/p423.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/p423.htm	(from )
23:22:44	8915/8915	---M--	200	added ('OK')	text/html	etag:%22526bf-22d3-545fc2c9-windows-1251%22	http://www.5v.ru/ds/trnz/kt301.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt301.htm	(from )
23:22:44	5622/5622	---M--	200	added ('OK')	text/html	etag:%22526c0-15f6-545fc2c9-windows-1251%22	http://www.5v.ru/ds/trnz/kt302.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt302.htm	(from )
23:22:45	8104/8104	---M--	200	added ('OK')	text/html	etag:%22526c1-1fa8-545fc2ca-windows-1251%22	http://www.5v.ru/ds/trnz/kt306.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt306.htm	(from )
23:22:47	7583/7583	---M--	200	added ('OK')	text/html	etag:%22526c2-1d9f-545fc2ca-windows-1251%22	http://www.5v.ru/ds/trnz/kt307.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt307.htm	(from )
23:22:47	6663/6663	---M--	200	added ('OK')	text/html	etag:%22526c3-1a07-545fc2cc-windows-1251%22	http://www.5v.ru/ds/trnz/kt312.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt312.htm	(from )
23:22:48	5620/5620	---M--	200	added ('OK')	text/html	etag:%22526c4-15f4-545fc2d1-windows-1251%22	http://www.5v.ru/ds/trnz/kt313.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt313.htm	(from )
23:22:49	4866/4866	---M--	200	added ('OK')	text/html	etag:%22526c5-1302-545fc2d1-windows-1251%22	http://www.5v.ru/ds/trnz/kt314.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt314.htm	(from )
23:22:50	7687/7687	---M--	200	added ('OK')	text/html	etag:%22526c6-1e07-545fc2d2-windows-1251%22	http://www.5v.ru/ds/trnz/kt315.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt315.htm	(from )
23:22:51	8593/8593	---M--	200	added ('OK')	text/html	etag:%22526c7-2191-545fc2d2-windows-1251%22	http://www.5v.ru/ds/trnz/kt316.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt316.htm	(from )
23:22:52	7107/7107	---M--	200	added ('OK')	text/html	etag:%22526e7-1bc3-545fc2d2-windows-1251%22	http://www.5v.ru/ds/trnz/kt317.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt317.htm	(from )
23:22:53	6764/6764	---M--	200	added ('OK')	text/html	etag:%22526e8-1a6c-545fc2d2-windows-1251%22	http://www.5v.ru/ds/trnz/kt325.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt325.htm	(from )
23:22:54	6778/6778	---M--	200	added ('OK')	text/html	etag:%22526e3-1a7a-545fc2d2-windows-1251%22	http://www.5v.ru/ds/trnz/kt326.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt326.htm	(from )
23:22:55	7017/7017	---M--	200	added ('OK')	text/html	etag:%22526e9-1b69-545fc2d3-windows-1251%22	http://www.5v.ru/ds/trnz/kt339.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt339.htm	(from )
23:22:56	6228/6228	---M--	200	added ('OK')	text/html	etag:%22526ea-1854-545fc2d3-windows-1251%22	http://www.5v.ru/ds/trnz/kt340.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt340.htm	(from )
23:22:57	5746/5746	---M--	200	added ('OK')	text/html	etag:%22526eb-1672-545fc2d3-windows-1251%22	http://www.5v.ru/ds/trnz/kt342.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt342.htm	(from )
23:22:58	5679/5679	---M--	200	added ('OK')	text/html	etag:%22526ec-162f-545fc2d3-windows-1251%22	http://www.5v.ru/ds/trnz/kt343.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt343.htm	(from )
23:22:59	5382/5382	---M--	200	added ('OK')	text/html	etag:%22526e4-1506-545fc2d4-windows-1251%22	http://www.5v.ru/ds/trnz/kt345.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt345.htm	(from )
23:22:59	5107/5107	---M--	200	added ('OK')	text/html	etag:%22526fc-13f3-545fc2d4-windows-1251%22	http://www.5v.ru/ds/trnz/kt349.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt349.htm	(from )
23:23:00	8315/8315	---M--	200	added ('OK')	text/html	etag:%22526c9-207b-545fc2d4-windows-1251%22	http://www.5v.ru/ds/trnz/kt361.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt361.htm	(from )
23:23:01	7040/7040	---M--	200	added ('OK')	text/html	etag:%22526e5-1b80-545fc2d4-windows-1251%22	http://www.5v.ru/ds/trnz/kt363.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt363.htm	(from )
23:23:02	5807/5807	---M--	200	added ('OK')	text/html	etag:%22526cc-16af-545fc2d5-windows-1251%22	http://www.5v.ru/ds/trnz/kt368.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt368.htm	(from )
23:23:03	4808/4808	---M--	200	added ('OK')	text/html	etag:%22526ed-12c8-545fc2d5-windows-1251%22	http://www.5v.ru/ds/trnz/kt399.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt399.htm	(from )
23:23:04	4843/4843	---M--	200	added ('OK')	text/html	etag:%22526e6-12eb-545fc2ca-windows-1251%22	http://www.5v.ru/ds/trnz/kt3101.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3101.htm	(from )
23:23:05	7028/7028	---M--	200	added ('OK')	text/html	etag:%22526c8-1b74-54674eca-windows-1251%22	http://www.5v.ru/ds/trnz/kt3102.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3102.htm	(from )
23:23:06	8703/8703	---M--	200	added ('OK')	text/html	etag:%22526d5-21ff-54674fdc-windows-1251%22	http://www.5v.ru/ds/trnz/kt3107.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3107.htm	(from )
23:23:06	6701/6701	---M--	200	added ('OK')	text/html	etag:%22526ee-1a2d-545fc2cb-windows-1251%22	http://www.5v.ru/ds/trnz/kt3108.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3108.htm	(from )
23:23:07	5265/5265	---M--	200	added ('OK')	text/html	etag:%22526ef-1491-545fc2cb-windows-1251%22	http://www.5v.ru/ds/trnz/kt3109.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3109.htm	(from )
23:23:08	4844/4844	---M--	200	added ('OK')	text/html	etag:%22526f0-12ec-545fc2cb-windows-1251%22	http://www.5v.ru/ds/trnz/kt3114.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3114.htm	(from )
23:23:09	6292/6292	---M--	200	added ('OK')	text/html	etag:%22526f1-1894-545fc2cb-windows-1251%22	http://www.5v.ru/ds/trnz/kt3115.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3115.htm	(from )
23:23:10	5312/5312	---M--	200	added ('OK')	text/html	etag:%22526f2-14c0-545fc2cc-windows-1251%22	http://www.5v.ru/ds/trnz/kt3117.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3117.htm	(from )
23:23:11	4854/4854	---M--	200	added ('OK')	text/html	etag:%22526f3-12f6-545fc2cc-windows-1251%22	http://www.5v.ru/ds/trnz/kt3120.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3120.htm	(from )
23:23:12	4386/4386	---M--	200	added ('OK')	text/html	etag:%22526f5-1122-545fc2cc-windows-1251%22	http://www.5v.ru/ds/trnz/kt3121.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3121.htm	(from )
23:23:13	8671/8671	---M--	200	added ('OK')	text/html	etag:%22526f6-21df-545fc2cc-windows-1251%22	http://www.5v.ru/ds/trnz/kt3123.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3123.htm	(from )
23:23:14	5358/5358	---M--	200	added ('OK')	text/html	etag:%22526f7-14ee-545fc2cd-windows-1251%22	http://www.5v.ru/ds/trnz/kt3124.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3124.htm	(from )
23:23:15	4843/4843	---M--	200	added ('OK')	text/html	etag:%22526f8-12eb-545fc2cd-windows-1251%22	http://www.5v.ru/ds/trnz/kt3126.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3126.htm	(from )
23:23:16	4317/4317	---M--	200	added ('OK')	text/html	etag:%22526f9-10dd-545fc2cd-windows-1251%22	http://www.5v.ru/ds/trnz/kt3127.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3127.htm	(from )
23:23:16	4317/4317	---M--	200	added ('OK')	text/html	etag:%22526fa-10dd-545fc2cd-windows-1251%22	http://www.5v.ru/ds/trnz/kt3128.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3128.htm	(from )
23:23:18	11466/11466	---M--	200	added ('OK')	text/html	etag:%22526df-2cca-545fc2ce-windows-1251%22	http://www.5v.ru/ds/trnz/kt3129.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3129.htm	(from )
23:23:19	12002/12002	---M--	200	added ('OK')	text/html	etag:%22526e0-2ee2-545fc2d1-windows-1251%22	http://www.5v.ru/ds/trnz/kt3130.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3130.htm	(from )
23:23:19	6672/6672	---M--	200	added ('OK')	text/html	etag:%22526f4-1a10-545fc2d1-windows-1251%22	http://www.5v.ru/ds/trnz/kt3132.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt3132.htm	(from )
23:23:20	6518/6518	---M--	200	added ('OK')	text/html	etag:%22526d6-1976-545fc2d5-windows-1251%22	http://www.5v.ru/ds/trnz/kt502.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt502.htm	(from )
23:23:21	6519/6519	---M--	200	added ('OK')	text/html	etag:%22526d7-1977-545fc2d5-windows-1251%22	http://www.5v.ru/ds/trnz/kt503.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt503.htm	(from )
23:23:22	6664/6664	---M--	200	added ('OK')	text/html	etag:%22526d8-1a08-545fc2d5-windows-1251%22	http://www.5v.ru/ds/trnz/kt805.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt805.htm	(from )
23:23:23	5694/5694	---M--	200	added ('OK')	text/html	etag:%22526cf-163e-545fc2d6-windows-1251%22	http://www.5v.ru/ds/trnz/kt814.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt814.htm	(from )
23:23:24	5694/5694	---M--	200	added ('OK')	text/html	etag:%22526d0-163e-545fc2d6-windows-1251%22	http://www.5v.ru/ds/trnz/kt815.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt815.htm	(from )
23:23:25	5670/5670	---M--	200	added ('OK')	text/html	etag:%22526d1-1626-545fc2d6-windows-1251%22	http://www.5v.ru/ds/trnz/kt816.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt816.htm	(from )
23:23:27	5670/5670	---M--	200	added ('OK')	text/html	etag:%22526d2-1626-545fc2d6-windows-1251%22	http://www.5v.ru/ds/trnz/kt817.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt817.htm	(from )
23:23:28	11223/11223	---M--	200	added ('OK')	text/html	etag:%22526d3-2bd7-545fc2d7-windows-1251%22	http://www.5v.ru/ds/trnz/kt818.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt818.htm	(from )
23:23:29	11196/11196	---M--	200	added ('OK')	text/html	etag:%22526d4-2bbc-545fc2d7-windows-1251%22	http://www.5v.ru/ds/trnz/kt819.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt819.htm	(from )
23:23:30	8682/8682	---M--	200	added ('OK')	text/html	etag:%22526da-21ea-545fc2d7-windows-1251%22	http://www.5v.ru/ds/trnz/kt825.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt825.htm	(from )
23:23:31	8806/8806	---M--	200	added ('OK')	text/html	etag:%22526cd-2266-545fc2d7-windows-1251%22	http://www.5v.ru/ds/trnz/kt827.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt827.htm	(from )
23:23:32	5707/5707	---M--	200	added ('OK')	text/html	etag:%22526db-164b-545fc2d7-windows-1251%22	http://www.5v.ru/ds/trnz/kt829.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt829.htm	(from )
23:23:34	4781/4781	---M--	200	added ('OK')	text/html	etag:%22526dd-12ad-545fc2d8-windows-1251%22	http://www.5v.ru/ds/trnz/kt848.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt848.htm	(from )
23:23:35	4145/4145	---M--	200	added ('OK')	text/html	etag:%22526dc-1031-545fc2d8-windows-1251%22	http://www.5v.ru/ds/trnz/kt838.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt838.htm	(from )
23:23:36	5321/5321	---M--	200	added ('OK')	text/html	etag:%22526d9-14c9-545fc2d9-windows-1251%22	http://www.5v.ru/ds/trnz/kt940.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt940.htm	(from )
23:23:36	5805/5805	---M--	200	added ('OK')	text/html	etag:%22526e1-16ad-545fc2d8-windows-1251%22	http://www.5v.ru/ds/trnz/kt903.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt903.htm	(from )
23:23:37	4616/4616	---M--	200	added ('OK')	text/html	etag:%22526ca-1208-545fc2d9-windows-1251%22	http://www.5v.ru/ds/trnz/kt972.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt972.htm	(from )
23:23:37	17171/17171	---M--	200	added ('OK')	text/html	etag:%22526ce-4313-545fc2d8-windows-1251%22	http://www.5v.ru/ds/trnz/kt837.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt837.htm	(from )
23:23:38	4616/4616	---M--	200	added ('OK')	text/html	etag:%22526cb-1208-545fc2d9-windows-1251%22	http://www.5v.ru/ds/trnz/kt973.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kt973.htm	(from )
23:23:39	144/144	---M--	200	added ('OK')	image/gif	etag:%22527e1-90-4ea42245%22	http://www.5v.ru/img/mail.gif	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/img/mail.gif	(from )
23:23:40	281/281	---M--	200	added ('OK')	image/gif	etag:%225296c-119-53747dad%22	http://www.5v.ru/w2.gif	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/w2.gif	(from )
23:23:40	483/483	---M--	200	added ('OK')	image/gif	etag:%225269d-1e3-545fc2c6%22	http://www.5v.ru/ds/trnz/img/pnp.gif	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/img/pnp.gif	(from http://www.5v.ru/ds/trnz_ru.htm)
23:23:41	17354/17354	---M--	200	added ('OK')	text/html	etag:%22526de-43ca-545fc2c9-windows-1251%22	http://www.5v.ru/ds/trnz/kp103.htm	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/kp103.htm	(from )
23:23:44	455/455	---M--	200	added ('OK')	image/gif	etag:%225269c-1c7-545fc2b9%22	http://www.5v.ru/ds/trnz/img/npn.gif	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/img/npn.gif	(from http://www.5v.ru/ds/trnz_ru.htm)
23:23:45	13769/13769	---M--	200	added ('OK')	image/gif	etag:%22526b9-35c9-545fc2bb%22	http://www.5v.ru/ds/trnz/img/p16.gif	C:/Users/user/Desktop/Учеба/3%20курс%20Сент-Янв/Базы%20данных/Sites/Транзисторы/www.5v.ru/ds/trnz/img/p16.gif	(from http://www.5v.ru/ds/trnz_ru.htm)
